ID,GBH_12m,Sex,EthnicAppearance_cleaned,Age,InitialRisk,AccHowKnown,Known 1,Known 2,ProceedingsType,Crimes in pre,Crimes in pre 1,DV in Pre,DV in Pre 1
11362,No,M,North European - White,50,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11369,No,F,North European - White,50,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11574,No,M,North European - White,50,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
12099,No,F,North European - White,50,H,Ex Girlfriend of victim,Boy/Girlfriend,Ex,First time charged,0,No,0,No
1391,No,F,North European - White,50,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
3198,No,F,North European - White,50,H,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,2,Yes,1,Yes
4483,No,M,North European - White,50,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,4,Yes,3,Yes
4706,No,M,North European - White,50,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
4905,No,M,North European - White,50,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
7026,No,F,North European - White,50,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
7542,No,M,North European - White,50,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
7606,No,M,North European - White,50,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
7680,No,M,North European - White,50,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
7907,No,F,North European - White,50,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11216,No,F,North European - White,50,S,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11934,No,M,North European - White,50,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
6206,Yes,M,North European - White,50,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
2729,No,M,North European - White,51,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
3193,No,F,North European - White,51,M,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
4905,No,M,North European - White,51,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
9431,No,M,North European - White,51,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11644,No,M,North European - White,51,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12171,No,M,North European - White,51,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12663,No,M,North European - White,51,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Third and subsequent time charged,0,No,0,No
784,No,M,North European - White,51,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,2,Yes,1,Yes
5304,No,M,North European - White,51,S,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
7293,No,M,North European - White,51,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
9967,No,F,North European - White,51,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10205,No,M,North European - White,51,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10619,No,F,North European - White,51,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11227,Yes,M,North European - White,51,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
12134,No,M,North European - White,51,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12641,Yes,M,North European - White,51,S,Husband of victim,Partner/Spouse,Current,First time charged,0,No,0,No
6321,No,M,North European - White,51,S,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
4364,No,M,North European - White,52,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
5348,No,F,North European - White,52,M,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11445,No,M,North European - White,52,M,Ex Civil Partner Same Sex ,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
12191,No,F,North European - White,52,M,Girlfriend of victim,Boy/Girlfriend,Current,Third and subsequent time charged,0,No,0,No
12458,No,M,North European - White,52,M,Husband of victim,Partner/Spouse,Current,First time charged,0,No,0,No
4533,No,M,North European - White,52,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
5919,No,F,North European - White,52,S,Common Law Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11502,No,M,North European - White,52,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
12396,No,F,North European - White,52,S,Wife of victim,Partner/Spouse,Current,Second time charged,0,No,0,No
12514,No,M,North European - White,52,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
538,No,M,North European - White,52,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,1,Yes
6761,No,M,North European - White,53,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11973,No,F,North European - White,53,M,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
696,No,F,North European - White,53,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
178,No,M,North European - White,53,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,2,Yes,0,No
486,No,M,North European - White,53,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
774,Yes,M,North European - White,54,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
7339,No,M,North European - White,54,H,Ex Husband of victim,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
7415,No,M,North European - White,54,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
9554,No,M,North European - White,54,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
1006,No,M,North European - White,54,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,2,Yes,0,No
508,Yes,M,North European - White,54,Unknown,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
5996,No,M,North European - White,54,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
9340,No,M,North European - White,54,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11431,No,M,North European - White,54,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
4286,No,F,North European - White,54,S,Wife of victim,Partner/Spouse,Current,Charge/further charge,1,Yes,0,No
6791,No,M,North European - White,54,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,2,Yes,0,No
5727,No,M,North European - White,55,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
6911,No,F,North European - White,55,M,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
8095,No,M,North European - White,55,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Adult caution,0,No,0,No
9615,Yes,M,North European - White,55,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
7924,No,M,North European - White,55,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
10099,No,M,North European - White,55,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
4126,No,M,North European - White,56,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
2237,No,M,North European - White,56,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
2927,No,M,North European - White,57,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
8535,No,M,North European - White,57,H,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
10272,Yes,M,North European - White,57,M,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
10967,No,M,North European - White,57,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11220,Yes,M,North European - White,57,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11785,No,F,North European - White,57,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
12208,No,M,North European - White,57,S,Boyfriend of victim,Boy/Girlfriend,Current,Third and subsequent time charged,0,No,0,No
895,No,M,North European - White,58,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12069,Yes,M,North European - White,58,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10285,No,M,North European - White,59,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12524,No,M,North European - White,59,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Second time charged,0,No,0,No
4641,No,F,North European - White,60,M,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
8991,Yes,M,North European - White,60,H,Ex Husband of victim,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
11341,No,F,North European - White,60,M,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
948,No,F,North European - White,61,M,Ex Wife of victim,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
6032,No,F,North European - White,61,M,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
408,No,M,North European - White,61,S,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
4539,No,M,North European - White,62,H,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
1374,Yes,M,North European - White,62,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,1,Yes
5904,No,F,North European - White,62,S,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
7713,No,F,North European - White,62,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10245,No,M,North European - White,62,S,Ex Husband of victim,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
11652,No,F,North European - White,63,H,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
1977,No,M,North European - White,63,S,Ex Husband of victim,Partner/Spouse,Ex,Postal Charge Requisition,0,No,0,No
4808,No,F,North European - White,63,S,Boyfriend of victim,Boy/Girlfriend,Current,Adult caution,0,No,0,No
6320,No,M,North European - White,63,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
6542,Yes,M,North European - White,63,S,Common Law Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
10678,No,F,North European - White,63,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10755,No,F,North European - White,63,S,Ex Wife of victim,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
11148,No,M,North European - White,63,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11148,No,M,North European - White,63,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
5471,Yes,M,North European - White,64,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
9585,No,M,North European - White,64,S,Husband of victim,Partner/Spouse,Current,Adult caution,0,No,0,No
9529,No,M,North European - White,65,M,Ex Husband of victim,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
11861,No,F,North European - White,65,H,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
7235,Yes,M,North European - White,65,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11484,Yes,M,North European - White,65,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
5559,No,M,North European - White,66,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
2201,Yes,M,North European - White,68,H,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11449,Yes,F,North European - White,68,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12018,Yes,F,North European - White,70,H,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
4666,Yes,M,North European - White,71,H,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
6158,No,M,North European - White,72,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
9560,No,F,North European - White,72,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
1779,Yes,M,North European - White,73,H,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
12337,No,F,North European - White,73,H,Common Law Wife of victim,Partner/Spouse,Current,First time charged,0,No,0,No
166,No,M,North European - White,73,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
29,No,M,North European - White,76,H,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
12300,Yes,M,North European - White,82,H,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
12143,Yes,M,North European - White,83,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11845,No,F,North European - White,17,M,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
1665,No,M,North European - White,20,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
1020,No,M,North European - White,22,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
2556,No,M,North European - White,23,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11241,No,M,North European - White,23,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
9086,No,M,North European - White,23,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
11694,No,M,North European - White,24,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
9210,Yes,M,North European - White,24,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
7884,No,M,North European - White,25,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11158,No,M,North European - White,25,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
1297,No,M,North European - White,26,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
7489,No,F,North European - White,26,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
7489,No,F,North European - White,26,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10006,No,M,North European - White,26,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
10006,No,M,North European - White,26,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
9097,No,M,North European - White,27,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10909,Yes,M,North European - White,27,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
11627,No,M,North European - White,28,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12397,No,M,North European - White,28,S,Husband of victim,Partner/Spouse,Current,First time charged,0,No,0,No
8861,No,M,North European - White,32,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10060,No,F,North European - White,32,M,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
12266,No,M,North European - White,32,H,Boyfriend of victim,Boy/Girlfriend,Current,First time charged,0,No,0,No
7881,No,F,North European - White,32,S,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
10717,No,M,North European - White,32,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12573,No,F,North European - White,32,S,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
4561,No,F,North European - White,34,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
8824,No,F,North European - White,35,M,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
296,No,M,North European - White,35,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,1,Yes
1203,No,M,North European - White,36,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11324,No,M,North European - White,36,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,2,Yes,0,No
5014,Yes,F,North European - White,37,S,Common Law Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
7746,No,M,North European - White,38,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
8974,No,M,North European - White,38,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
8939,No,M,North European - White,39,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12647,No,M,North European - White,40,S,Ex Husband of victim,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
12137,Yes,M,North European - White,42,S,Ex Husband of victim,Partner/Spouse,Ex,First time charged,0,No,0,No
12137,Yes,M,North European - White,42,S,Ex Husband of victim,Partner/Spouse,Ex,First time charged,0,No,0,No
11160,No,M,North European - White,43,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10085,No,M,North European - White,43,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
639,No,M,North European - White,44,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
12510,No,M,North European - White,45,H,Husband of victim,Partner/Spouse,Current,Third and subsequent time charged,0,No,0,No
3375,Yes,M,North European - White,45,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
7574,No,M,North European - White,45,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11670,No,M,North European - White,45,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
3055,No,M,North European - White,46,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,2,Yes,1,Yes
637,No,M,North European - White,48,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
9371,No,M,North European - White,48,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
8089,No,M,North European - White,49,H,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
7208,No,M,North European - White,53,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12522,No,M,North European - White,17,Unknown,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
6706,Yes,F,North European - White,22,Unknown,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12001,No,M,North European - White,23,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12152,No,M,North European - White,24,M,Husband of victim,Partner/Spouse,Current,Second time charged,0,No,0,No
2549,No,M,North European - White,26,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
10707,No,M,North European - White,26,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
575,No,M,North European - White,28,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,1,Yes,0,No
10707,No,M,North European - White,29,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
3685,No,M,North European - White,32,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10230,No,F,North European - White,33,M,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12423,No,M,North European - White,34,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,First time charged,0,No,0,No
3167,No,M,North European - White,49,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12433,No,M,North European - White,51,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
340,No,M,North European - White,55,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
12338,No,M,North European - White,35,H,Boyfriend of victim,Boy/Girlfriend,Current,First time charged,0,No,0,No
12338,No,M,North European - White,35,H,Boyfriend of victim,Boy/Girlfriend,Current,First time charged,0,No,0,No
4266,No,M,North European - White,43,H,Husband of victim,Partner/Spouse,Current,Charge/further charge,2,Yes,0,No
11826,No,M,North European - White,44,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
12456,Yes,M,North European - White,51,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
12424,Yes,F,North European - White,19,H,Girlfriend of victim,Boy/Girlfriend,Current,Second time charged,0,No,0,No
2396,No,M,North European - White,23,H,Same Sex Intimate Partner,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
689,No,F,South European - White,20,M,Common Law Wife of victim,Partner/Spouse,Current,Charge/further charge,6,Yes,3,Yes
689,No,F,South European - White,20,S,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,6,Yes,3,Yes
689,No,F,South European - White,24,H,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,6,Yes,3,Yes
6647,No,M,South European - White,17,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,2,Yes,0,No
8647,No,M,South European - White,19,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
876,No,M,South European - White,19,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
11817,No,M,South European - White,20,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
6239,No,F,South European - White,20,S,Girlfriend of victim,Boy/Girlfriend,Current,Adult caution,0,No,0,No
12075,No,M,South European - White,21,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
2609,No,M,South European - White,22,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
4845,No,M,South European - White,22,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
7800,No,F,South European - White,22,H,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
4607,No,F,South European - White,24,H,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12634,No,M,South European - White,26,M,Boyfriend of victim,Boy/Girlfriend,Current,First time charged,0,No,0,No
11537,No,F,South European - White,26,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11910,No,F,South European - White,27,M,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
4052,No,M,South European - White,27,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
12544,No,M,South European - White,28,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Adult caution,0,No,0,No
4279,No,M,South European - White,29,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
9637,No,M,South European - White,29,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
8357,No,M,South European - White,29,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
8509,No,F,South European - White,29,S,Girlfriend of victim,Boy/Girlfriend,Current,Adult caution,1,Yes,0,No
11023,No,M,South European - White,30,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
4879,No,M,South European - White,31,H,Girlfriend of victim,Boy/Girlfriend,Current,Adult caution,0,No,0,No
11585,Yes,M,South European - White,31,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
5542,No,M,South European - White,31,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
6635,No,F,South European - White,31,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
6697,No,M,South European - White,31,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
3838,No,F,South European - White,32,Unknown,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
3697,No,M,South European - White,33,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,2,Yes,0,No
3697,No,M,South European - White,33,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,2,Yes,0,No
5626,No,M,South European - White,34,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
10404,No,M,South European - White,34,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11226,No,M,South European - White,35,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10735,No,M,South European - White,35,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
387,No,M,South European - White,35,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,1,Yes
2098,No,F,South European - White,36,M,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Postal Charge Requisition,0,No,0,No
11971,No,F,South European - White,36,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
8310,No,M,South European - White,37,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
5281,No,F,South European - White,37,S,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
1857,No,F,South European - White,38,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11803,No,M,South European - White,38,M,Same Sex Ex intimate Partner,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
5158,No,M,South European - White,39,H,Common Law Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
6786,No,F,South European - White,40,M,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11456,No,M,South European - White,40,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11456,No,M,South European - White,40,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12017,No,F,South European - White,40,S,Wife of victim,Partner/Spouse,Current,Adult caution,0,No,0,No
12078,No,M,South European - White,40,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
1035,No,M,South European - White,42,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Adult caution,0,No,0,No
12121,No,M,South European - White,42,H,Boyfriend of victim,Boy/Girlfriend,Current,First time charged,0,No,0,No
12643,No,F,South European - White,42,H,Wife of victim,Partner/Spouse,Current,First time charged,0,No,0,No
3108,No,M,South European - White,42,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
6207,No,F,South European - White,42,S,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11609,No,F,South European - White,43,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
2314,No,M,South European - White,44,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
3293,No,M,South European - White,44,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
671,No,M,South European - White,46,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
6363,Yes,M,South European - White,47,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
